mfs_name,status,mfs_transaction_status,created_by,debit_account_number,debit_account_title,credit_account_title,cbs_ft_trace_no,credit_account_number,debit_account_branch_oid,created_on
Treeflex,inactive,failure,pheinzlerft,15-323-9156,tz1hu53bmgBcuNpWFpj6cnkfnNK8nL9D1Sx7,tz1W1aa6b2H75GeniG7jRMwLKjFKcynQBSjn,2290708372,32-545-6091,Princeton,2023-12-12
Home Ing,active,failure,cgirodierfu,74-444-7188,tz1WkQGpveqeSXwUJkxhf1pLLnTydyw8vBmg,tz1bTREyXDeVkX7ZHLeWaazotx4558gRDCAp,2492465748,70-383-4137,Fairmont Hot Springs,2024-02-01
Lotstring,active,failure,gfairfv,58-616-3699,tz1dS9BPmprSqn7R71mQChU9hTuUkTXw6vxp,tz1VvfgiMYP4nyotv4ESok88ifqctfNV2mYj,2035037778,03-736-8027,Cordova,2024-02-05
Opela,inactive,failure,bjosowitzfw,84-039-1696,tz1X2V6tvHoTMDU71AB8dxnK9aeqAhuJBxFf,tz1Kjf6YXbmi1VGNbX5myoT5jwCotDzvTC6p,6840482855,98-961-6703,Tampico,2024-08-10
Sonsing,active,failure,jhasnneyfx,95-023-3491,tz1Vz6dLBF9AmxAyWQsFmz7D6VUqF9svGbMV,tz1SNu5av8ERqrBn9ekaUZ2ih9iLSBFbSTRc,0059728981,58-515-7559,Přerov,2023-12-24
Biodex,inactive,success,bgaynorfy,47-631-9279,tz1S8HrRjfNEuhhUAgfPJmmswkeSsRN4jtUQ,tz1XU8eqMg8BHvjgf3spoJDJVksRRG3iU7J4,5206549819,43-111-3773,,2024-09-19
Transcof,active,success,vhornungfz,16-438-6552,tz1XQ834y8kdtvPoLnjkU58jRGaZ6Y4CyXfH,tz1YFPNPtFY9BCFq31HbFB7aBxeyyBppKVdA,4250214346,36-691-4183,Dorunda Outstation,2024-01-13
Biodex,active,failure,lwastlingg0,92-168-4827,tz1ZiXUo36hSnqUeQHaMYDAM9UeBcZy2zwT3,tz1MYz6Tzf8TkWMq4t2Qwn1CizTnx1jjiV4Z,7308632946,78-493-1937,Slayton,2024-04-19
Stronghold,active,success,gnodesg1,93-090-4075,tz1Uu5iadLQrwx7RV8kuE5zWeaPdvoHoZHF9,tz1KvHoNcKAduMYRgzuEgSuMffz4VWRtWNTs,2803746107,21-264-0841,Pore,2023-12-24
Hatity,inactive,success,btrowelg2,79-785-0289,tz1NcaEEhBRA3ZjmaAXbQ2t57jEMLveXZPUA,tz1gpmZjbzcWn6Yx6cqy67Fos24A8kLNGvro,6639396939,64-967-8254,Kuala Terengganu,2024-06-04
Job,inactive,success,egellandg3,05-767-7417,tz1YtaZpYsR9BHmmeDqafQeA8ZNW7bCrjtB9,tz1LssAX8ZnCBnrpruRMcSU5aVaEiasjHtZ3,1061530493,17-617-3026,Mudgee,2024-07-17
Tresom,active,failure,csodog4,20-190-3858,tz1PQJzuHxXcAYABy2tv4c5WxJReK67bgfPp,tz1ibo53Fav9KH9wR58jkbZz5d3MEi9fUXLn,1585931373,38-731-1878,Petersburg,2023-11-19
Andalax,inactive,success,atrewhelag5,83-915-5938,tz1fU3u9hiUbcNdRgfW2BeEZKhSXSw797w4s,tz1Xi7SzNWsrjux9UaCLoe6CyfJ8g1zqfozc,2614145033,77-130-1673,Lamap,2024-01-08
Cookley,inactive,success,ctrickettg6,32-319-9465,tz1XMHmnd75QpZLxgAPTbDinAPxqwmvoW8wa,tz1NYVGAfaj8nk65NTiLaTHJAhnmXTHQHzt4,7207266170,71-460-5787,Valença,2023-12-12
Alphazap,active,failure,lperrittg7,90-654-5259,tz1RvC1pJffJHwNhKbaLzr4hZuK9jNua3AK7,tz1RVM6FRkiEdxFTkuhQAqxRYSYY8WxAggFc,6024474245,46-130-8581,Sumter,2024-03-18
Domainer,inactive,failure,ntharmeg8,29-584-7581,tz1drhpyTdzc7TT7VfjzY9tns7rah5TciST8,tz1QLfX1gp2FME98zsAgEksgDUeXtWMBjC8f,3255091055,89-052-1065,Kemerovo,2024-03-02
Bigtax,inactive,success,alinng9,60-210-5251,tz1Xvq9RNXs56hr5ayjydn8BR299XpoyX7A7,tz1W6QnymrtBsn2rAX8Y1MaQbieZft44kmaA,6799663587,14-314-9324,Kampala,2024-07-08
Otcom,inactive,success,bhutchingsga,36-465-4029,tz1edx4xwCBCGjGbjPn5eSskehfRswTdtYKS,tz1ZFCZRJpK9PKDiC2rMAT6UTB18Q4ZiK5sQ,1937445267,02-774-2056,Campo Do Meio,2024-02-06
Prodder,inactive,success,ddeavingb,97-411-0819,tz1UkhukKDzxADPRQTE8RW3pD4tJJx6yw1c8,tz1LLszZYBCoBzcsbXWkpCqnBpQLqURHcs5a,3934957137,01-880-7893,Prince Rupert,2024-07-12
Daltfresh,active,success,cosburngc,78-744-8253,tz1T5EDJBpdtXcxKMiDUcKCbVqmPrnH99VgW,tz1fNSR5VrjFJeuemPguf6SgsdycT5DcVBGx,6623206876,41-528-6821,Valencia,2024-01-15
Cardguard,active,failure,vdresselgd,36-386-7657,tz1YDycoGawBmSaLn8vfpVJrHQ3GPffCP9RE,tz1Mn5Rj9hjKerbdJsSmbD2W2kygmdXCe3kb,4021568298,03-334-7343,Arno Atoll,2023-11-19
Gembucket,active,failure,ephizakarleyge,65-747-2153,tz1gEeCFzwoTXvBdWsVMngi85TLcNi2uhRMW,tz1TLwcXZEr91LSqpdm5wDqNoc3YvUqBkM9k,9141964683,93-178-4103,Manta,2024-04-12
Tampflex,inactive,failure,dboissiergf,36-399-2659,tz1esTGEHpBrC2ubpV37LHjY2nKXVqMBHNX5,tz1YVYfB2KwqL2cVHr1eyWAm82N2NWgAUDRx,0861529235,16-344-6845,Shishmaref,2023-12-24
Y-find,active,success,zingmangg,92-337-7774,tz1NULi72NKGSNKakQNre2TpBiF4gBgtHqHz,tz1eEyafFbsvP3Wx8EP48xMgwLpLwDwkB2NU,6821716099,26-788-9293,Janakpur,2024-10-16
Quo Lux,active,failure,psandbachgh,80-676-3393,tz1SSh1BfKxCMrdNhndcgWBZq4E3KPd5qQCK,tz1gZVDt3DtQ25mpADqzvjovKvwixcprMgEL,3973525668,83-910-5520,Tomanggong,2024-09-26
Wrapsafe,inactive,failure,mvaulkhardgi,62-884-0465,tz1U2s3Y87EJvS9MzqvgvqoUVhYppc3s8Ru8,tz1WsYZgVGAtPhrhzZDwdbVBjHEhjVLDXB3P,8869366146,42-589-4992,Delingha,2024-07-13
Hatity,active,success,wduxburygj,60-998-3621,tz1SaBWvessWC4vDgxf9zZFBae2477cUqfcR,tz1MgUhxpkhVjVuXLvbPTwJKnuHBgmZeX7to,7787934468,61-595-6474,,2024-08-26
Hatity,active,failure,pavramovicgk,03-007-8318,tz1M29cosLLKyJ4N3U9xo1LU27vgESVSK884,tz1Y2rCUciBR3aAHYo8VCN34YapqxHRLjFJA,5975028760,20-042-2753,Castro,2023-11-12
Asoka,active,failure,ngurysgl,31-369-0704,tz1cDasGd82rboiG84Lu2g8FQeaGAfwaacxf,tz1ZD5yW9gu3Y3p3tZF8Hn3Xqd8SoQwpVt4b,9985611152,78-345-5953,Rockhampton Downs,2024-07-14
Otcom,inactive,success,bmadillgm,40-493-4598,tz1L3rYSxoCqx7xnPuMpH3V6JYQKxk8jV9Rh,tz1gFvHcKGZLPZyzQsyoSAqV4sWJ7qKGDGqj,3776690577,92-092-4986,Dushanbe,2024-09-18
Quo Lux,inactive,success,jjugginsgn,07-051-3998,tz1emsMiuiMwnbm4Qm13gaNPMcVoZMAQ41j5,tz1UWoUjezdVDzfT1NcExZPdceML9yEboyB3,2270720105,69-432-3678,Marsa Alam,2024-04-20
Sub-Ex,active,success,gbrayshergo,96-828-0048,tz1ednjpEDbEWEyokih5pJf9VtZhUAsQRt6z,tz1Wv565BABFHnyu6NBphsfPw2RpMSxwPh6T,4523415242,51-581-7684,Ono-i-Lau,2024-01-01
Bitwolf,inactive,success,hcolleckgp,78-578-5199,tz1NVVytYQkKv2cqhG9cwegxdhnwX57qYfLm,tz1f7x2smWAaKnXHfR59F93e8PRECZFxdyuA,9850123087,15-182-7114,João Pessoa,2023-12-27
Sonsing,active,failure,arabbattsgq,00-598-1777,tz1LJdtTnzYY7puv9uLtc5B78XFzEGhpWE8A,tz1NMSzbnMVm1eg6TiCNHzEVVFhnXpBUG8kh,9912647610,35-336-9638,Pierre,2024-11-01
Home Ing,inactive,success,dhartzoggr,27-575-8215,tz1hN6mqK8XEV1DqpYFuUJjZMjfjNnuKPgRD,tz1cN4kyAKnEpbGf4uiyGubkqq67PqJ9QYDb,0346431220,11-785-5359,Keningau,2024-04-17
Voltsillam,inactive,failure,afancegs,26-012-7492,tz1g9aqn63jvVtQAbwNEhRrihTZG3j23cZmx,tz1PPzV5Qqwcz8EM2bxQVtZWejE8rZ6yboUs,2180062052,11-947-7941,Ekati,2024-04-19
Trippledex,active,failure,rbrachgt,01-018-6761,tz1cE4aN1AeCTKJ1uaGXi511asBwLKdkC13J,tz1i1hKPyqY26LPTggnggDnGn8v1VteiUXR8,8520302998,22-399-6420,Juara,2024-07-06
Y-Solowarm,inactive,failure,mbraidfordgu,39-372-1273,tz1XYJvN81FaM6VBxXLq6yUr4pBP3u7tgf4E,tz1NQZcLYFin8GsAtqWanUimAatv6vZXU4e9,6123696858,08-370-5052,Kegaska,2023-11-16
Stim,inactive,failure,tbuckgv,32-973-9712,tz1Kf3cVGEHFHNKHyjUdqzZhr4BUw6YPMv3e,tz1axbCar7hQ5vWDp4n1MMgrv5mRrNmBzeEk,6093593568,24-553-5809,Chokwé,2024-08-31
Konklab,active,success,eotoweygw,05-577-3425,tz1ap7w1Ms7GCeCbKjhtMYbRgmBiggdzxdYb,tz1aorhtFGobzcY1Qy6kHqy4phwpojRJWhUd,6828080807,32-752-9121,Stockholm,2024-03-29
Zoolab,active,success,hengallgx,43-990-0420,tz1SyPDPWAQ2WaLG6fwLkNNTbFKEusLSYHEg,tz1TJMpX4knDDo42Ap9nXW1PX7AsSWBfzDbn,7115461945,20-529-6957,Djerba,2024-08-17
Konklab,active,success,dkleinbaumgy,64-595-5569,tz1WHATfdjLyWW3zb5yrcAb4JEMi6WzLUyU8,tz1ddoGPz8J25GW1AoWJMM1FfmaNRrvJcZCw,2054084883,41-750-1498,Kvernberget,2024-05-04
Alpha,inactive,success,isargoodgz,06-152-2704,tz1dKfJKdgfjcZoWBBYeJHjviChXxyGFbxoJ,tz1fATqKmTUxqRSnQiPpjEf1UUyViLoNvX6S,8868822008,98-864-9438,Leticia,2024-07-16
Bytecard,inactive,failure,ebuckyh0,04-380-0241,tz1XBKifvNoGw6xuoH64HF3XqmX2c27dvYpw,tz1aPfpVqFdqrgJmqnub2hvnaaH3z95HnrQu,7316540249,20-634-3897,Newcastle,2024-06-02
Alpha,inactive,success,jpietzkerh1,13-626-9667,tz1QsmKFDTGghqsrXfsJVLxL2uZqdzSuhVdZ,tz1aYcKsgnopd7sCwDhop91m86Z9deC79aAD,8844587130,46-569-1194,,2024-04-03
Zoolab,inactive,success,treskellyh2,22-084-5142,tz1bsHBgmuTbLHg3gCiJ4wU6CX8mDbGhJMU3,tz1MKsMxQaFJfJPK1N3bqGTaCLVXi7e9Pihr,2855106982,85-827-1145,,2024-04-06
Prodder,inactive,failure,mrawoodh3,01-493-8348,tz1PgqdfXsRDVTeFWC7RFpM9Ae1CW1T1oAxF,tz1ehUcs12Govjr2Ja5RSo6jaYSGzv9RydT2,9495463548,82-143-8299,Evansville,2024-09-14
Y-find,inactive,failure,kkettleh4,14-229-1851,tz1MeCdN1Ge6izwMnJuttef8fxqWyf7ZntQu,tz1VBpMG1j1zoD5yCcaPt8qKvWj4Vehdjp1G,5626742530,96-969-2412,Tulita,2024-07-05
Mat Lam Tam,inactive,failure,twimmsh5,22-463-0286,tz1WccqD33aRXc3EGjN78vkFmAjyg8SKYaaE,tz1RxPJXWGMGMv3RVpPrb6rrg6qUd3VFvYJs,1604854758,67-335-3907,Ad Dammam,2024-07-18
Tres-Zap,active,success,cleppingtonh6,27-146-9127,tz1Xn565q4iHkYoGZkErKnSMXXt9cUZc4r79,tz1P9N9cam8Pe7MjQnvRkSNbBY9kW4gCcHae,7415367618,38-698-3585,Haiphong,2024-03-21
Alpha,active,failure,ariccah7,38-822-5258,tz1YnNN8Md79HedM5Py5Sjyu8Yq1bLvHrxHZ,tz1MbVFrYxmCcXgKMsguoSevyaGx96cHcNB2,6275351683,42-172-7408,Ballalae,2024-02-16
Tampflex,active,success,supwoodh8,97-719-1570,tz1PAJFpNeUuf3isCMJChmiuFe1gf5GzuMm9,tz1Lb7Yz8tXpTAKNnonv94BSFnwviwYegEZf,8961638416,17-143-8049,Sialkot,2024-04-16
Bamity,active,success,gsandercockh9,32-348-2497,tz1RpNVsdmenzzdtso1uqhfV33Gmw7NMmJkt,tz1XS7gdR4Sg22dLYDAM3bYSXu8Z9wj6DqMX,6477252805,45-954-7522,San Ignacio,2024-08-14
Job,inactive,success,vsissonha,59-456-9799,tz1es1Ctai5J2iCL1P1EeGsq4eBkvtaWfNWm,tz1SnfnDcdWCYtqWtshNStc6e4Mu3RhhE3kT,5163174649,55-209-0235,Whistler,2024-10-21
Trippledex,inactive,success,gdonavanhb,66-495-0228,tz1Xo8tupzLnq2sqHZnYG61S6rwEkgfNVWoS,tz1aR5NgM6ESs25wC6PV1oavpZMKVeqQZr1o,4951982404,30-194-8014,Izumo,2024-03-06
Tresom,inactive,failure,epiggremhc,17-582-5268,tz1LoDENnwkdKcfNEGJSxL1NZGEWgxpH7nmf,tz1W46WcAMvGo8o2ZMAZBRCCo7n1EPHnfX2T,6441617056,57-101-4894,Alto Boa Vista,2024-01-25
Namfix,inactive,success,gmacdonoghhd,45-036-0348,tz1iH4CGZSTXxYT7RE8XFBHgMZUJz77wsWMT,tz1Q6nbvfoApeFRHXZoK3M5javLiW7pswgXb,3564554130,46-428-8395,,2024-08-03
Flexidy,inactive,failure,rredonhe,28-669-8250,tz1aHUHEeVZ8P3kEqgHHKRHsWnMW7DiuGNRV,tz1UJrLcp4DuQheuEfPMZawY4UHtT3BEpvXj,9307697612,08-787-1600,,2024-05-27
Stringtough,inactive,success,mmynotthf,89-721-4427,tz1QgG7F5cV8ZkZdKZBznejUgZ9pfYC5WMfD,tz1hJT9dxXBwfshD56HLYyhAxPSMMrAC78Sz,4333760895,14-909-9739,Rawalakot,2023-12-01
Konklab,active,failure,fmushawehg,17-339-6856,tz1MDwfM29D5NM5GdPe8BsQ5cbemNkPS5ZVS,tz1hoturCF8Np3zCsJ5uwhjaDFzE463PpAR3,3233994052,84-018-8766,Brownwood,2024-08-09
Job,active,failure,tstookhh,56-320-4028,tz1aNJYjFsLmT7uQGpCEkiMfcaNhoKyFEkAU,tz1iatP1jafSDdGwEgL8eV6qx1z2DyhFsi9i,9330491057,86-713-7676,Tangier,2024-03-27
Cardguard,active,success,wterrishi,79-869-5198,tz1Ks368gQF6jyCiU1m6oQwFtTGvMxMLh9fZ,tz1MH7V8T8ETYPXvmxHUxYCPBvRBgpAapBxY,6133469161,36-605-4902,Belmullet,2023-12-15
Konklab,inactive,failure,etarneyhj,15-230-4651,tz1ZmwwXFtwp5t1EGYvxaCBS5iw8NKrbqRJs,tz1YqH7K6aRGXmsCdc2LjzNR66qVmeHXBph4,2311449869,13-417-3121,Tanegashima,2023-12-09
Voltsillam,active,success,djanderahk,57-586-4625,tz1Z5KGoabkSJAwm5eanWAF7CPKcSM8zkPcV,tz1fk1sKuZkePg2YBWXPppNicxiQHwXMGtsA,1947429655,62-059-3205,Port Bailey,2024-04-26
Konklab,inactive,failure,lkrollhl,16-164-7353,tz1bYow5ez77yL2gJAv1tgCCZGzxDwGKX7xt,tz1LSUJV38jmWN7WKCEf6hW5WTvw6xxXraV5,5912682366,65-442-7866,La Porte,2024-02-27
Cardify,active,failure,nallitthm,44-969-5910,tz1MT4aEzUFarx7kdnmxaFVUeNEXMQ1u585N,tz1V23oLkBZpoL5JDtJ6RdiCynwh5gaxWkRn,1251227538,26-739-9621,Ankavandra,2024-02-22
Redhold,inactive,failure,nrainfordhn,99-589-6997,tz1QwkcWtHKDrNW7j4RdwEgfjw1hh1PD9piv,tz1U9GiWyJw5Ruk8SN8Rk3MBiau7sUQSCobV,9746743163,84-381-3163,Koumac,2024-05-01
Bytecard,inactive,failure,mdavidaiho,51-876-6615,tz1SqCsnkuQ8VoVqhPJDdicFhRLkXov5BU2K,tz1LVQdeu5Uu9Q2egJHqEq6QmCd1GuwfEqzW,6232304349,90-425-3001,Kirkimbie,2024-08-19
Trippledex,active,failure,gbramallhp,17-406-9385,tz1ZheW5WLJ5xJ8PF1BJLEmy1mcew4CfsWex,tz1c8ZzWDkZHnFkXffgpLZwMH7F8fEPCGRTK,9900434188,61-527-2556,Caldas Novas,2024-06-17
Veribet,active,success,powlnerhq,86-760-7030,tz1YumYqYKVFh9c9wQjJekqhUp2QTf7pZWEu,tz1R2xHixmwcLeqxD6QiqySdqCYFixsDkAnV,3757023145,91-389-6825,Scottsdale,2024-05-15
Keylex,inactive,failure,iprovenhr,59-016-4268,tz1XDjsmQ9TqWvqPwq3bpdb4AMvfWXpBseNT,tz1itxWfpaWxwMbiBtAbjMah2wsqi6o4ShHf,0218471106,57-462-9748,Chongqing,2024-01-01
Zontrax,active,success,lpoterhs,12-331-8034,tz1VuSgrofF7GU4sEmbjrz939EH2uHUG7SDw,tz1P5c8twddPtjncCEkDh7f3xBtecMXzMzU3,3344824767,01-154-9316,Guacamayas,2024-01-09
Zathin,inactive,success,jdionisiht,09-021-1525,tz1hEweK51fciCWecf5bKSdxgfYPyjWbaxkP,tz1KrFnUkTDTDvV4CeJRoDu8cF8x7QvaR4AQ,8991620736,69-654-0613,Riga,2023-11-12
Sonair,inactive,success,rhakkinghu,28-547-0190,tz1hWXnCzRc3yPXJwtA4yQtMD3GXrxFAZzvQ,tz1Qf74YPypgcyVuz2EUttBsPY34tDnhAZj6,1385065419,85-057-3658,Moanda,2024-03-04
Mat Lam Tam,active,failure,ajurgensonhv,63-598-2262,tz1VPEJy4LvBhU4ayTNt7ejUUgnwbWotrksm,tz1SsfHdVjV5kMciFDE1Hi2cfAWkDg3u2q7p,3991752638,95-918-9228,Angers/Marcé,2024-03-14
Vagram,active,failure,mminerdohw,87-952-3907,tz1Ryt8qu1vfAugDbza8V4qLgh5wMzaDNmYV,tz1feLcoNC9sXCNLVKSUFfgbb2cLqhzAkoqH,7180862428,07-090-5519,,2024-06-13
Konklux,active,failure,nhaggertyhx,76-359-7533,tz1asYxhn8fVBwmMJSMxrop7vBPbJjsmHNVv,tz1RKUfhHdYEdtRVysPk1uLFvDKncJHKTgta,4190158879,41-540-4296,Council,2024-02-22
Sub-Ex,inactive,failure,aoffordhy,87-755-2219,tz1askTTCdhXmU4aG9aczhU31estgwWu2KRW,tz1KtB56raRre9UcReRef4qXhnDUWzPNP2dW,8284129892,21-908-9795,Akureyri,2024-08-01
Latlux,active,failure,rsiddonhz,33-495-9446,tz1ewZkkdKC2a9hchGE1yGejqVJ3Qdvw8bcF,tz1iPPG5LWd8FJXt9pJm9aL39cVjkAdASm1f,4266446659,26-566-3210,Dubai,2024-07-31
Tresom,active,failure,astygalli0,91-780-7543,tz1Pwo45rzYWsi7Zcsc3N6XVXNjvxSi1sxqF,tz1Wrv5MLPdce9RUNrpxcBwSio7bAsWh4gBX,4123756700,93-523-9470,Montreal,2024-08-16
Bitwolf,active,success,wrosbottomi1,42-399-2902,tz1fLAPA135cXgW3CWr1NdnKMQrvYfsNbHsj,tz1QWYi9jPaSin4FhU7CrMpMmkdxjrUnoTmk,1856939413,42-454-9407,Oil City,2024-03-21
Tresom,active,failure,amoani2,28-269-0333,tz1dJ5xgYC16y4XzGFQXuK3vjFWZffKjZREJ,tz1MPsLqgnZkQS87hFPZbm5wDWgzL5Vodh6P,3134800314,11-588-8566,Omboue,2024-07-01
Rank,inactive,success,wlouthei3,23-595-5551,tz1fUcs5xLVQpZA9xP8ECsXaqNbZKNTL2Abu,tz1Ughif6FdErcjb6BBGhS9CunbyH8FXEcA1,2484303661,70-276-6335,Samsun,2024-01-21
Rank,active,failure,mseagravei4,33-968-3713,tz1Yi2EDbsZArYakAXK75HaRUmGRvACjoVMU,tz1Xv7jMirnBhQBjwU3T3coeSzZZqQ9Ly1KS,7539927577,89-183-6756,Zhengzhou,2024-04-23
Mat Lam Tam,active,failure,dpreweri5,11-725-8768,tz1ZUavf6nxbss4PfoewmzwbgfHpEj9QErNp,tz1ZwzUHvpVyG751cCNcJBUxCWh6h5eDpm6x,5996663961,54-072-6816,Rørvik,2024-10-23
Bigtax,inactive,failure,lnewlovei6,97-228-1132,tz1XF2dgTHm7cgjXiKPnnAkjVjTxYR7HzYe5,tz1T5kLYrjtcjbbUrqKkEgaJYwzBfFdy6eMf,9083465276,44-678-7419,Freetown,2024-08-25
Gembucket,active,success,ctroctori7,33-108-5301,tz1ZP8MqwHa63x54Z6LAVe6pFMbLmQoz5wb5,tz1SuHUKgDJwVWY16txYxu76PSUXY4cnbwPL,6402428507,82-726-4402,Kiana,2024-07-02
Zoolab,inactive,failure,lflavellei8,09-786-6859,tz1QRUpp6eyHMrDRLaKh2hPB1utMGG9BjGB5,tz1UUTXiKv1pfjYnffAbvG8KAnnjoBvH1KiS,2070774872,57-159-4120,Placencia,2024-04-30
Prodder,active,success,sberceveloi9,17-064-0763,tz1PdpxehvTywrs1F31uYEDhUTc6copPhV8T,tz1RnX8sos21Nr5VVKG9PfvrCW1vLJ6rseFx,5040306571,74-472-5377,Jashahor,2024-01-20
Solarbreeze,inactive,failure,adinsaleia,90-592-8368,tz1PdfKhqH34UBzYmt1Kd6Tjx1ht16ypFTyv,tz1gonReFtvwsnknoDrpb5Scramf4yRNMS1W,7080096146,84-123-2675,Kitwe,2024-04-03
Namfix,active,failure,sthorneib,83-365-2057,tz1hZVsm6RDbptaMpypSeJ97THScFRX4eQeg,tz1LUSrLZXvAX3qtJAoCd8rBnYLZ59E72HDT,8703989461,95-517-0898,Niagara Falls,2024-06-07
Keylex,active,success,mgarrawayic,94-614-7310,tz1XBRaxxVabzH7Vou1aYh6M9yh4wtiRyXnS,tz1b6dKxQV44H87tZefYMnuDECQYmLPaEKYd,4542433439,56-618-1666,Namangan,2024-01-06
Duobam,inactive,success,gentresid,64-444-3363,tz1W8iAPDUd3TuujmCgpc6JYPMSjFt35enUp,tz1htLip2CdMSVtCipHj3enABQe1d4hE5UEj,1090417055,22-751-8738,Atinjoe-Papua Island,2024-07-12
Tresom,active,success,bmckendoie,35-776-7016,tz1i9wqKsB2zSeV25BeH6nQBsD1zz3B8DD9b,tz1L7ZVRW3nZr9vmB6aJ7hP1UPU8VUv2Kx92,0903724618,22-737-8163,,2023-11-19
Alphazap,active,success,mjaulmesif,79-141-1466,tz1US69PhhhAy7evKrsusnuq2iWps2wduhZF,tz1ghVPfF5NCdE7VqFgJyUygDKVBNoqCrNaF,8329405192,05-136-4322,Tashkent,2024-05-04
Zoolab,active,success,pgainsburghig,26-574-5936,tz1Tt9FpSfZZN4JRn2CZap6CezFVcJ5mjFSr,tz1SGzcyYCSKm53Mjn2n18SQy1W1pcd5SqGT,1320791239,70-387-4697,Mafeteng,2023-12-20
Sonsing,inactive,failure,rcominiih,99-135-7709,tz1TnyZh1N8aG5EbU17WZHksv8B1F9EvtmhR,tz1dcNV42BoDwC5q8bkKfvzD3Gy13pKRCPxG,8852170413,42-986-9703,Cristalândia,2024-03-10
Konklux,inactive,failure,eahreniusii,42-017-7096,tz1QPMwhfVWqXoqKrFFbzGaAjAFg5KpvUZdb,tz1ZysfSM9j2S2potPp3dNUBiZ9TyXYyFQ7C,4303447986,98-705-1534,Pulau Tioman,2024-08-01
Veribet,inactive,success,bfehnersij,47-781-6910,tz1Xinq79xKQ9AaBcLFZM7ebtDEFjNhEDNC8,tz1L57MTWbMUyhtS6ZqVWPF63TxyXwxfHeG8,2878665651,73-159-0815,Penrhyn Island,2024-03-08
Flexidy,active,success,hshaveik,93-105-7822,tz1W7xoqehZk8Y3zzz6uYefTWTGWuzmCwfDZ,tz1Z3bkeDXPmrHjbNGrXCPA4hD5Tshgfn1oB,8095718645,79-962-5954,Santa Cruz Do Sul,2024-06-12
Aerified,active,success,kollertonil,88-415-4756,tz1M44RzkohCjzsygvwf3vpAZHU2Y74ekBWu,tz1WVJgk4ZQg1ZzLzgaVwnJ2Cv1oaATiuAeM,6721082659,69-398-1875,Guantanamo Bay Naval Station,2024-04-21
Alphazap,inactive,failure,afrewim,87-472-7315,tz1aYS5vcYQ2LSdwV9SZCimp5bVNL65uHMDW,tz1YqP7pCXntKKNK4hZ9NFdosMhVf3MiJE4F,8360198780,72-802-3087,Silistra,2024-03-07
Mat Lam Tam,active,failure,sdurrantin,93-707-5876,tz1bBJX6ERuae8NQqKvJizxozFBBTNLabeeA,tz1TJmQhmXxGx6PUHnHV3P3DTBfBhjhsmsGn,8339906593,98-436-4657,,2023-12-12
Treeflex,active,failure,ebacherio,97-097-4316,tz1iYb9inHpHb24VzbFcrXc9nW5tADkRNbU6,tz1eXMQr26NRRhaouVauxTemFGTLpoov51KL,4391024888,79-466-2838,San Antonio,2023-11-18
Greenlam,inactive,failure,mtewesip,24-839-2101,tz1eNH7vRgi6TrHp3kD8kzB7SUr1BF1nSoPc,tz1iPugvSdwLkGDBh332vYk2GA6x2gLVWTbK,0092795641,94-669-8582,Kingstown,2023-11-09
Vagram,active,failure,eohoeyiq,67-614-4487,tz1T9mGpAMktnmFaXY6f9wNekUrL7PeYHBMz,tz1QUdyu8ySzdvi9aZv5LL4fbnUenGkVq4TA,9817377806,45-998-1577,Nova Europa,2024-08-03
Viva,inactive,success,lcopplestoneir,90-338-9997,tz1QdiPjH7UMPyuVngcQjYgGQ1aG9Z5ELckL,tz1Qd1WsnLuhdvSPTCJ8rFWpg9JLvBRTQ7wV,1778037259,76-518-5005,Popondetta,2024-08-23
Fix San,active,success,tdanaheris,99-690-0777,tz1iUKWhJWoisPQksshk3LNGC868upKCQNZR,tz1XpTFSZsQ4v76AeW7neaVphmF8t24ynF6L,6524192184,59-698-4632,Poznań,2024-05-16
Domainer,inactive,success,smunnsit,25-862-0851,tz1NSXBX7tpk6URVqbBKmJcTYKfaRfKSca69,tz1WyUmGT2Xo1CVsGGKyZC9GMxH94QR317Pk,7646061824,44-840-1920,Tulcea,2024-08-16
Stronghold,inactive,success,swestmoreiu,05-280-8858,tz1a9BCSJqyv3JS9JFJG8gshLfJgvGKqUMSA,tz1Vyebr6EU1mbgpywXAzmEn44HKfJPEbVyC,3921442184,02-674-2846,Indian Springs,2024-09-17
Overhold,active,success,faristideiv,36-222-4726,tz1XRJi2pxRUUS2K9zjNX44dxb1fWf4MV62J,tz1gxZkRXuo53YtjjVv1kLxKL3RiJyUoCgnE,8484094596,48-927-5857,Hurghada,2024-03-27
Veribet,inactive,failure,ljordaniw,72-300-8920,tz1L1pr4hV8z4geDqDtzGtAzkYsjUXKdojyE,tz1Z5h4NPCTvUEDsZEzhHHwAsTF44rYKmXWU,0172186188,68-782-0520,,2024-07-08
Wrapsafe,active,failure,klibbeix,98-526-7379,tz1a32GkhPi8PgpoPZoTgpkG25oUi5BUoGnY,tz1a25xZgwBU1PfQtnR8LRixTWpgmXRmpPp7,2518216189,07-183-0700,Bangui,2024-02-21
Tres-Zap,active,success,dmillershipiy,22-507-8637,tz1Uy4gqs8vgD9cddVD5AwUVkChbGt8nuT8d,tz1VaUhoH9GyRh5hAvnecyd2Hzo5yojLiYTv,7919657520,39-061-0826,Kostanay,2024-03-05
